timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619513521727,346,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513521776,346,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,5,0,0
1619513521982,332,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513521982,346,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513522038,357,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513522073,334,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513522123,334,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,2,0,0
1619513522314,332,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,7,0,0
1619513522329,370,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,7,0,0
1619513522403,347,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513522407,373,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,6,0,0
1619513522458,355,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513522647,360,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,10,0,0
1619513522699,357,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513522750,367,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513522780,390,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,9,0,0
1619513522814,380,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,8,0,0
1619513523007,368,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
